"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","Display Value","Numeric","Low","High","Comments"
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MKD","The former Yugoslav Republic of Macedonia","","2007","2007","","EUR","Europe","","WB_UMI","Upper middle income","","9550","9550.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MKD","The former Yugoslav Republic of Macedonia","","2008","2008","","EUR","Europe","","WB_UMI","Upper middle income","","10810","10810.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MKD","The former Yugoslav Republic of Macedonia","","2009","2009","","EUR","Europe","","WB_UMI","Upper middle income","","11040","11040.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MKD","The former Yugoslav Republic of Macedonia","","2010","2010","","EUR","Europe","","WB_UMI","Upper middle income","","10920","10920.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDG","Madagascar","","2007","2007","","AFR","Africa","","WB_LI","Low income","","960","960.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDG","Madagascar","","2008","2008","","AFR","Africa","","WB_LI","Low income","","1030","1030.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDG","Madagascar","","2009","2009","","AFR","Africa","","WB_LI","Low income","","960","960.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDG","Madagascar","","2010","2010","","AFR","Africa","","WB_LI","Low income","","960","960.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MWI","Malawi","","2007","2007","","AFR","Africa","","WB_LI","Low income","","730","730.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MWI","Malawi","","2008","2008","","AFR","Africa","","WB_LI","Low income","","790","790.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MWI","Malawi","","2009","2009","","AFR","Africa","","WB_LI","Low income","","830","830.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MWI","Malawi","","2010","2010","","AFR","Africa","","WB_LI","Low income","","860","860.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MYS","Malaysia","","2007","2007","","WPR","Western Pacific","","WB_UMI","Upper middle income","","13050","13050.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MYS","Malaysia","","2008","2008","","WPR","Western Pacific","","WB_UMI","Upper middle income","","13620","13620.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MYS","Malaysia","","2009","2009","","WPR","Western Pacific","","WB_UMI","Upper middle income","","13550","13550.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MYS","Malaysia","","2010","2010","","WPR","Western Pacific","","WB_UMI","Upper middle income","","14220","14220.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDV","Maldives","","2007","2007","","SEAR","South-East Asia","","WB_LMI","Lower middle income","","7000","7000.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDV","Maldives","","2008","2008","","SEAR","South-East Asia","","WB_LMI","Lower middle income","","7900","7900.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDV","Maldives","","2009","2009","","SEAR","South-East Asia","","WB_LMI","Lower middle income","","7420","7420.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDV","Maldives","","2010","2010","","SEAR","South-East Asia","","WB_LMI","Lower middle income","","8110","8110.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLI","Mali","","2007","2007","","AFR","Africa","","WB_LI","Low income","","970","970.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLI","Mali","","2008","2008","","AFR","Africa","","WB_LI","Low income","","970","970.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLI","Mali","","2009","2009","","AFR","Africa","","WB_LI","Low income","","1000","1000.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLI","Mali","","2010","2010","","AFR","Africa","","WB_LI","Low income","","1030","1030.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLT","Malta","","2007","2007","","EUR","Europe","","WB_HI","High income","","23470","23470.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLT","Malta","","2008","2008","","EUR","Europe","","WB_HI","High income","","24430","24430.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLT","Malta","","2009","2009","","EUR","Europe","","WB_HI","High income","","23650","23650.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MLT","Malta","","2010","2010","","EUR","Europe","","WB_HI","High income","","24660","24660.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MRT","Mauritania","","2007","2007","","AFR","Africa","","WB_LI","Low income","","2340","2340.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MRT","Mauritania","","2008","2008","","AFR","Africa","","WB_LI","Low income","","2440","2440.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MRT","Mauritania","","2009","2009","","AFR","Africa","","WB_LI","Low income","","2410","2410.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MRT","Mauritania","","2010","2010","","AFR","Africa","","WB_LI","Low income","","2410","2410.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MUS","Mauritius","","2007","2007","","AFR","Africa","","WB_UMI","Upper middle income","","12060","12060.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MUS","Mauritius","","2008","2008","","AFR","Africa","","WB_UMI","Upper middle income","","12780","12780.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MUS","Mauritius","","2009","2009","","AFR","Africa","","WB_UMI","Upper middle income","","13180","13180.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MUS","Mauritius","","2010","2010","","AFR","Africa","","WB_UMI","Upper middle income","","13980","13980.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MEX","Mexico","","2007","2007","","AMR","Americas","","WB_UMI","Upper middle income","","13790","13790.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MEX","Mexico","","2008","2008","","AMR","Americas","","WB_UMI","Upper middle income","","14520","14520.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MEX","Mexico","","2009","2009","","AMR","Americas","","WB_UMI","Upper middle income","","13650","13650.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MEX","Mexico","","2010","2010","","AMR","Americas","","WB_UMI","Upper middle income","","14400","14400.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","FSM","Micronesia (Federated States of)","","2007","2007","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3380","3380.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","FSM","Micronesia (Federated States of)","","2008","2008","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3290","3290.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","FSM","Micronesia (Federated States of)","","2009","2009","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3430","3430.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","FSM","Micronesia (Federated States of)","","2010","2010","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3490","3490.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDA","Republic of Moldova","","2007","2007","","EUR","Europe","","WB_LMI","Lower middle income","","2980","2980.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDA","Republic of Moldova","","2008","2008","","EUR","Europe","","WB_LMI","Lower middle income","","3300","3300.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDA","Republic of Moldova","","2009","2009","","EUR","Europe","","WB_LMI","Lower middle income","","3040","3040.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MDA","Republic of Moldova","","2010","2010","","EUR","Europe","","WB_LMI","Lower middle income","","3360","3360.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNG","Mongolia","","2007","2007","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3450","3450.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNG","Mongolia","","2008","2008","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3750","3750.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNG","Mongolia","","2009","2009","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3660","3660.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNG","Mongolia","","2010","2010","","WPR","Western Pacific","","WB_LMI","Lower middle income","","3670","3670.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNE","Montenegro","","2007","2007","","EUR","Europe","","WB_UMI","Upper middle income","","12390","12390.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNE","Montenegro","","2008","2008","","EUR","Europe","","WB_UMI","Upper middle income","","13850","13850.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNE","Montenegro","","2009","2009","","EUR","Europe","","WB_UMI","Upper middle income","","12870","12870.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MNE","Montenegro","","2010","2010","","EUR","Europe","","WB_UMI","Upper middle income","","12770","12770.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MAR","Morocco","","2007","2007","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","3990","3990.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MAR","Morocco","","2008","2008","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","4240","4240.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MAR","Morocco","","2009","2009","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","4440","4440.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MAR","Morocco","","2010","2010","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","4600","4600.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MOZ","Mozambique","","2007","2007","","AFR","Africa","","WB_LI","Low income","","730","730.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MOZ","Mozambique","","2008","2008","","AFR","Africa","","WB_LI","Low income","","790","790.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MOZ","Mozambique","","2009","2009","","AFR","Africa","","WB_LI","Low income","","880","880.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MOZ","Mozambique","","2010","2010","","AFR","Africa","","WB_LI","Low income","","930","930.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MMR","Myanmar","","2007","2007","","SEAR","South-East Asia","","WB_LI","Low income","","1410","1410.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MMR","Myanmar","","2008","2008","","SEAR","South-East Asia","","WB_LI","Low income","","1580","1580.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MMR","Myanmar","","2009","2009","","SEAR","South-East Asia","","WB_LI","Low income","","1770","1770.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","MMR","Myanmar","","2010","2010","","SEAR","South-East Asia","","WB_LI","Low income","","1950","1950.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NAM","Namibia","","2007","2007","","AFR","Africa","","WB_UMI","Upper middle income","","5890","5890.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NAM","Namibia","","2008","2008","","AFR","Africa","","WB_UMI","Upper middle income","","6140","6140.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NAM","Namibia","","2009","2009","","AFR","Africa","","WB_UMI","Upper middle income","","6190","6190.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NAM","Namibia","","2010","2010","","AFR","Africa","","WB_UMI","Upper middle income","","6420","6420.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NPL","Nepal","","2007","2007","","SEAR","South-East Asia","","WB_LI","Low income","","1050","1050.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NPL","Nepal","","2008","2008","","SEAR","South-East Asia","","WB_LI","Low income","","1120","1120.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NPL","Nepal","","2009","2009","","SEAR","South-East Asia","","WB_LI","Low income","","1170","1170.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NPL","Nepal","","2010","2010","","SEAR","South-East Asia","","WB_LI","Low income","","1210","1210.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NLD","Netherlands","","2007","2007","","EUR","Europe","","WB_HI","High income","","41400","41400.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NLD","Netherlands","","2008","2008","","EUR","Europe","","WB_HI","High income","","42000","42000.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NLD","Netherlands","","2009","2009","","EUR","Europe","","WB_HI","High income","","40050","40050.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NLD","Netherlands","","2010","2010","","EUR","Europe","","WB_HI","High income","","41810","41810.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NZL","New Zealand","","2007","2007","","WPR","Western Pacific","","WB_HI","High income","","26550","26550.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NZL","New Zealand","","2008","2008","","WPR","Western Pacific","","WB_HI","High income","","27090","27090.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NZL","New Zealand","","2009","2009","","WPR","Western Pacific","","WB_HI","High income","","28100","28100.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NIC","Nicaragua","","2007","2007","","AMR","Americas","","WB_LMI","Lower middle income","","2620","2620.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NIC","Nicaragua","","2008","2008","","AMR","Americas","","WB_LMI","Lower middle income","","2730","2730.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NIC","Nicaragua","","2009","2009","","AMR","Americas","","WB_LMI","Lower middle income","","2610","2610.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NIC","Nicaragua","","2010","2010","","AMR","Americas","","WB_LMI","Lower middle income","","2790","2790.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NER","Niger","","2007","2007","","AFR","Africa","","WB_LI","Low income","","660","660.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NER","Niger","","2008","2008","","AFR","Africa","","WB_LI","Low income","","710","710.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NER","Niger","","2009","2009","","AFR","Africa","","WB_LI","Low income","","680","680.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NER","Niger","","2010","2010","","AFR","Africa","","WB_LI","Low income","","720","720.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NGA","Nigeria","","2007","2007","","AFR","Africa","","WB_LMI","Lower middle income","","1860","1860.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NGA","Nigeria","","2008","2008","","AFR","Africa","","WB_LMI","Lower middle income","","1990","1990.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NGA","Nigeria","","2009","2009","","AFR","Africa","","WB_LMI","Lower middle income","","2110","2110.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NGA","Nigeria","","2010","2010","","AFR","Africa","","WB_LMI","Lower middle income","","2240","2240.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NOR","Norway","","2007","2007","","EUR","Europe","","WB_HI","High income","","55660","55660.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NOR","Norway","","2008","2008","","EUR","Europe","","WB_HI","High income","","61060","61060.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NOR","Norway","","2009","2009","","EUR","Europe","","WB_HI","High income","","55000","55000.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","NOR","Norway","","2010","2010","","EUR","Europe","","WB_HI","High income","","58570","58570.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","OMN","Oman","","2007","2007","","EMR","Eastern Mediterranean","","WB_HI","High income","","23450","23450.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","OMN","Oman","","2008","2008","","EMR","Eastern Mediterranean","","WB_HI","High income","","25550","25550.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","OMN","Oman","","2009","2009","","EMR","Eastern Mediterranean","","WB_HI","High income","","25190","25190.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAK","Pakistan","","2007","2007","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","2510","2510.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAK","Pakistan","","2008","2008","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","2570","2570.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAK","Pakistan","","2009","2009","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","2680","2680.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAK","Pakistan","","2010","2010","","EMR","Eastern Mediterranean","","WB_LMI","Lower middle income","","2790","2790.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PLW","Palau","","2007","2007","","WPR","Western Pacific","","WB_UMI","Upper middle income","","14470","14470.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PLW","Palau","","2008","2008","","WPR","Western Pacific","","WB_UMI","Upper middle income","","11420","11420.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PLW","Palau","","2009","2009","","WPR","Western Pacific","","WB_UMI","Upper middle income","","10530","10530.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PLW","Palau","","2010","2010","","WPR","Western Pacific","","WB_UMI","Upper middle income","","11000","11000.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAN","Panama","","2007","2007","","AMR","Americas","","WB_UMI","Upper middle income","","10700","10700.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAN","Panama","","2008","2008","","AMR","Americas","","WB_UMI","Upper middle income","","11890","11890.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAN","Panama","","2009","2009","","AMR","Americas","","WB_UMI","Upper middle income","","12210","12210.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PAN","Panama","","2010","2010","","AMR","Americas","","WB_UMI","Upper middle income","","12770","12770.00000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PNG","Papua New Guinea","","2007","2007","","WPR","Western Pacific","","WB_LMI","Lower middle income","","2060","2060.00000","","",""
