"ISBN","Titles","AuthorFN","AuthorLN","TranslatorFN","TranslatorLN","Publisher","Genre","Price","Month","Year","Language","Country","OtherFN","OtherLN","Other Role"
"9781556593307","Push Open the Window: Contemporary Poetry from China","Qingping","Wang","various","various","Copper Canyon","Poetry",$23.00,"Aug",2011,"Chinese","China",,,
"9781609450038","My Berlin Child","Anne","Wiazemsky","Alison","Anderson","Europa Editions","Fiction",$15.00,"Mar",2011,"French","France",,,
"9781906497965","My Mother's Lover","Urs","Widmer","Donal","McLaughlin","Seagull Books","Fiction",$21.00,"June",2011,"German","Switzerland",,,
"9781934824337","Book of Happenstance","Ingrid","Winterbach","Ingrid","Winterbach","Open Letter","Fiction",$14.95,"May",2011,"Afrikaans","South Africa","Dick","Winterbach","Translator"
"9781550229431","Necrophiliac","Gabrielle","Wittkop","Don","Bapst","ECW Press","Fiction",$14.95,"May",2011,"French","Quebec",,,
"9780804841702","Golden Lotus: Jin Ping Mei, Volume 1","Lanling","Xiaoxiaosheng","Clement","Egerton","Tuttle","Fiction",$24.95,"Oct",2011,"Chinese","China","Shu","Qingchun","Translator"
"9780811219228","Empty Room","Mu","Xin","Toming Jun","Liu","New Directions","Fiction",$14.95,"May",2011,"Chinese","China",,,
"9781934824375","Vertical Motion","Can","Xue","Keren","Gernant","Open Letter","Fiction",$13.95,"Sept",2011,"Chinese","China",,,
"9780802119322","Dream of Ding Village","Lianke","Yan","Cindy","Carter","Grove","Fiction",$24.00,"Jan",2011,"Chinese","China",,,
"9781933254760","Fire Wind","Yvan","Yauri","Marta","del Pozo","Ugly Duckling","Poetry",$14.00,"Feb",2011,"Spanish","Peru","Nicholas","Rattner","Translator"
"9781933633770","Lake","Banana","Yoshimoto","Michael","Emmerich","Melville House","Fiction",$23.95,"May",2011,"Japanese","Japan",,,
"9781223011219","Sushi to Ninja","Shimizu","Yoshinori","Glynne","Walley","Cornell University Press","Fiction",$45.00,"Sept",2011,"Japanese","Japan",,,
"9781611090086","Fieldwork in Ukrainian Sex","Oksana","Zabuzhko","Halyna","Hryn","AmazonCrossing","Fiction",$13.95,"June",2011,"Ukrainian","Ukraine",,,
"9780374280895","Unseen Hand","Adam","Zagajewski","Clare","Cavanagh","FSG","Poetry",$23.00,"June",2011,"Polish","Poland",,,
"9789774163890","Red Wine","Amina","Zaydan","Sally","Gomaa","American University at Cairo","Fiction",$24.95,"Feb",2011,"Arabic","Egypt",,,
"9781564786890","Minuet for Guitar","Vitomil","Zupan","Harry","Leeming","Dalkey Archive","Fiction",$23.95,"Dec",2011,"Slovenian","Slovenia",,,
"9781906548353","Governess and Other Stories","Stefan","Zweig","Anthea","Bell","Pushkin Press","Fiction",$15.95,"July",2011,"German","Austria",,,
"9781846591242","Whispering Muse","Sjon",,"Victoria","Cribb","Telegram","Fiction",$13.95,"Oct",2012,"Icelandic","Iceland",,,
"9781906548636","Recipes for Sad Women","Hector","Abad","Anne","McLean","Pushkin Press","Fiction",$16.00,"Aug",2012,"Spanish","Colombia",,,
"9789491425158","Khatyn","Ales","Adamovich","Glenys","Kozlov","Glagoslav Publications","Fiction",$21.50,"May",2012,"Russian","Belarus","Frances Longman","Sharon McKee","Translator"
"9780525952893","Absent One","Jussi","Adler-Olsen","K.E.","Semmel","Dutton","Fiction",$26.95,"Aug",2012,"Danish","Denmark",,,
"9781609640507","now, 1/3 & thepoem","Demosthenes","Agrafiotis","John","Sakkis","BlazeVOX","Poetry",$16.00,"May",2012,"Greek","Greece","Angelos","Sakkis","Translator"
"9780811219990","Miracle Cures of Dr. Aira","Cesar","Aira","Katherine","Silver","New Directions","Fiction",$14.95,"Oct",2012,"Spanish","Argentina",,,
"9780811217415","Varamo","Cesar","Aira","Katharine","Silver","New Directions","Fiction",$12.95,"Feb",2012,"Spanish","Argentina",,,
"9781859643105","Land without Jasmine","Wajdi","al-Ahdal","William Maynard","Hutchins","Garnet Publishing","Fiction",$12.95,"Sept",2012,"Arabic","Yemen",,,
"9789774164811","Judgment Day","Rasha","al-Ameer","Jonathan","Wright","American University at Cairo","Fiction",$24.95,"Jan",2012,"Arabic","Lebanon",,,
"9789774165665","Life on Hold","Fahd","al-Atiq","Jonathan","Wright","American University at Cairo","Fiction",$15.95,"Sept",2012,"Arabic","Saudi Arabia",,,
"9789774165467","Book of Epiphanies","Gamal","al-Ghitani","Farouk","Wahab","American University at Cairo","Fiction",$17.95,"Sept",2012,"Arabic","Egypt",,,
"9780983868316","Diesel","Thani","Al-Suwaidi","William","Hutchins","Antibookclub","Fiction",$15.00,"July",2012,"Arabic","United Arab Emirates",,,
"9789774164880","Brooklyn Heights","Miral","al-Tahawy","Samah","Selim","American University at Cairo","Fiction",$22.95,"Jan",2012,"Arabic","Egypt",,,
"9781934200582","Night and Day","Pierre","Alferi","Kate","Campbell","Fence Books","Poetry",$15.00,"Nov",2012,"French","France",,,
"9781564786814","Book of Emotions","Joao","Almino","Elizabeth","Jackson","Dalkey Archive","Fiction",$19.95,"Jan",2012,"Portuguese","Brazil",,,
"9780143106982","Discovery of America by the Turks","Jorge","Amado","Gregory","Rabassa","Penguin","Fiction",$14.00,"Aug",2012,"Portuguese","Brazil",,,
"9780802170903","Me and You","Niccolo","Ammaniti","Kylee","Doust","Black Cat","Fiction",$14.00,"Feb",2012,"Italian","Italy",,,
"9781594487439","Neruda Case","Roberto","Ampuero","Carolina de","Robertis","Riverhead","Fiction",$26.95,"June",2012,"Spanish","Chile",,,
"9781250001023","Block 11","Piero degli","Antoni","Erin","Waggener","St. Martin's","Fiction",$24.99,"Oct",2012,"Italian","Italy",,,
"9780805094756","Sadness of the Samurai","Victor del","Arbol","Mara Faye","Lethem","Henry Holt","Fiction",$26.00,"May",2012,"Spanish","Spain",,,
"9780889226968","Against the Wind","Phyllis","Aronoff","Howard","Scott","Talonbooks","Fiction",$14.95,"Sept",2012,"French","Quebec",,,
"9781555976231","Seven Houses in France","Bernardo","Atxaga","Margaret Jull","Costa","Graywolf","Fiction",$14.00,"Sept",2012,"Basque","Spain",,,
"9781935639220","No One","Gwenaelle","Aubry","Trista","Selous","Tin House","Fiction",$12.95,"Feb",2012,"French","France",,,
"9780670023585","Swimming to Elba","Silvia","Avallone","Antony","Shugaar","Viking","Fiction",$25.95,"June",2012,"Italian","Italy",,,
"9781609450823","Eyes of Venice","Alessandro","Barbero","Gregory","Conti","Europa Editions","Fiction",$18.00,"Oct",2012,"Italian","Italy",,,
"9781926824130","I Hate Hockey","Francois","Barcelo","Peter","McCambridge","Baraka","Fiction",$14.95,"Feb",2012,"French","Quebec",,,
"9781936365593","Emmaus","Alessandro","Baricco","Anne","Goldstein","McSweeney's Books","Fiction",$22.00,"May",2012,"Italian","Italy",,,
"9781609450833","Alfa Romeo 1300","Fabio","Bartolomei","Antony","Shugaar","Europa Editions","Fiction",$16.00,"Oct",2012,"Italian","Italy",,,
"9781934824580","Cyclist Conspiracy","Svetislav","Basara","Randall","Major","Open Letter","Fiction",$15.95,"Mar",2012,"Serbian","Serbia and Montenegro",,,
"9780803239913","We Monks and Soldiers","Lutz","Bassmann","Jordan","Stump","University of Nebraska","Fiction",$19.95,"Sept",2012,"French","France",,,
"9781564787705","Siege in the Room","Miquel","Bauca","Martha","Tennent","Dalkey Archive","Fiction",$14.95,"July",2012,"Catalan","Spain",,,
"9780889226906","Turkana Boy","Jean-Francois","Beauchemin","Jessica","Moore","Talonbooks","Fiction",$16.95,"Apr",2012,"French","Quebec",,,
"9781611457612","Monsieur: An Erotic Novel","Emma","Becker","Maxim","Jakubowski","Arcade","Fiction",$24.95,"Nov",2012,"French","France",,,
"9781859642887","Knot in the Rug","Masoud","Behnoud","Sara","Phillips","Garnet Publishing","Fiction",$24.95,"Sept",2012,"Persian","Iran, Islamic Republic of",,,
"9781609450793","Thursday Night Men","Tonino","Benacquista","Alison","Anderson","Europa Editions","Fiction",$16.00,"Oct",2012,"French","France",,,
"9781935210313","Witness","Mario","Benedetti","Louise","Popkin","White Pine","Poetry",$20.00,"May",2012,"Spanish","Uruguay",,,
"9781906697334","Abduction","Anouar","Benmalek","Simon","Pare","Haus","Fiction",$15.95,"May",2012,"French","Algeria",,,
"9781933254920","Transfer Fat","Aase","Berg","Johannes","Goransson","Ugly Duckling","Poetry",$15.00,"Mar",2012,"Swedish","Sweden",,,
"9780805093254","Me, Who Dove into the Heart of the World","Sabina","Berman","Lisa","Dillman","Henry Holt","Fiction",$24.00,"Aug",2012,"Spanish","Mexico",,,
"9780151008599","Kaltenburg","Marcel","Beyer","Alan","Bance","Houghton Mifflin Harcourt","Fiction",$26.00,"Apr",2012,"German","Germany",,,
"9781935639275","Welcome to Paradise","Mahi","Binebine","Lulu","Norman","Tin House","Fiction",$14.95,"Apr",2012,"French","Morocco",,,
"9780374169916","HHhH","Laurent","Binet","Sam","Taylor","FSG","Fiction",$26.00,"May",2012,"French","France",,,
"9781612182919","She Wore Only White","Dorthe","Binkert","Lesley","Schuldt","AmazonCrossing","Fiction",$14.95,"Apr",2012,"German","Germany",,,
"9781605984537","Farewell to Freedom","Sara","Blaedel","Erik","Macki","Pegasus","Fiction",$25.00,"Dec",2012,"Danish","Denmark","Tara","Chace","Translator"
"9781605983509","Only One Life","Sara","Blaedel","Erik","Macki","Pegasus","Fiction",$25.00,"Sept",2012,"Danish","Denmark","Tara","Chace","Translator"
"9781590515242","Drowned","Therese","Bohman","Marlaine","Delargy","Other Press","Fiction",$14.95,"May",2012,"Swedish","Sweden",,,
"9781612183091","Love Story","Janine","Boissard","Marilyn","Achiron","AmazonCrossing","Fiction",$14.95,"May",2012,"French","France",,,
"9780811218153","Secret of Evil","Roberto","Bolano","Chris","Andrews","New Directions","Fiction",$22.95,"Apr",2012,"Spanish","Chile",,,
"9780374266745","Woes of a True Policeman","Roberto","Bolano","Natasha","Wimmer","FSG","Fiction",$25.00,"Nov",2012,"Spanish","Chile",,,
"9780300176254","Second Simplicity","Yves","Bonnefoy","Hoyt","Rogers","Yale University Press","Poetry",$30.00,"Jan",2012,"French","France",,,
"9781936274338","Cold Angel","Horst","Bosetzky","Catherine Dop","Miller","Enigma Books","Fiction",$15.00,"Feb",2012,"German","Germany",,,
"9781934200599","Present Participle","Oscarine","Bosquet","Sarah","Riggs","Fence Books","Poetry",$15.00,"Nov",2012,"French","France","Ellen","LeBlond-Schrader","Translator"
"9781907822056","Cocaine Salesman","Conny","Braam","Jonathan","Reeder","Haus","Fiction",$15.95,"July",2012,"Dutch","Netherlands",,,
"9780802120083","Spilt Milk","Chico","Buarque","Alison","Entrekin","Grove","Fiction",$25.00,"Aug",2012,"Portuguese","Brazil",,,
"9781564788146","Kin","Dror","Burstein","Dalya","Bilu","Dalkey Archive","Fiction",$14.00,"Nov",2012,"Hebrew","Israel",,,
"9781611090932","Zurich Conspiracy","Bernadette","Calonego","Gerald","Chapple","AmazonCrossing","Fiction",$14.95,"June",2012,"German","Switzerland",,,
"9780312625702","P.O. Box Love","Paola","Calvetti","Anne Milano","Appel","St. Martin's","Fiction",$24.99,"Feb",2012,"Italian","Italy",,,
"9780143120926","Age of Doubt","Andrea","Camilleri","Stephen","Sartarelli","Penguin","Fiction",$15.00,"June",2012,"Italian","Italy",,,
"9781908323163","Leon and Louise","Alex","Capus","John","Brownjohn","Haus","Fiction",$15.00,"Oct",2012,"German","Switzerland",,,
"9780316194723","Whisperer","Donato","Carrisi","Shaun","Whiteside","Mulholland Books","Fiction",$25.99,"Jan",2012,"Italian","Italy",,,
"9780753827727","Frozen Moment","Camilla","Ceder","Marlaine","Delargy","Phoenix","Fiction",$14.95,"May",2012,"Swedish","Sweden",,,
"9781564787231","Laurels of Lake Constance","Marie","Chaix","Harry","Mathews","Dalkey Archive","Fiction",$14.95,"June",2012,"French","France",,,
"9781564787958","Silences, or a Woman's Life","Marie","Chaix","Harry","Mathews","Dalkey Archive","Fiction",$15.00,"Dec",2012,"French","France",,,
"9781934824399","Planets","Sergio","Chejfec","Heather","Cleary","Open Letter","Fiction",$13.95,"June",2012,"Spanish","Argentina",,,
"9781935744160","Prehistoric Times","Eric","Chevillard","Alyson","Waters","Archipelago","Fiction",$16.00,"Mar",2012,"French","France",,,
"9780816654550","Death Sentences","Kawamata","Chiaki","Thomas","Lamarre","University of Minnesota Press","Fiction",$17.95,"Mar",2012,"Japanese","Japan","Kazuko","Behrens","Translator"
"9781934824382","Smoke of Distant Fires","Eduardo","Chirinos","G. J.","Racz","Open Letter","Poetry",$13.95,"Jan",2012,"Spanish","Peru",,,
"9781564787293","No Variations","Luis","Chitarroni","Rhett","McNeil","Dalkey Archive","Fiction",$14.95,"July",2012,"Spanish","Argentina",,,
"9789081823906","Time of Women","Elena","Chizhova","Simon","Patterson","Glagoslav Publications","Fiction",$27.10,"Feb",2012,"Russian","Russia","Nina","Chordas","Translator"
"9780231160667","River of Fire and Other Stories","O","Chong-hui","Bruce","Fulton","Columbia University Press","Fiction",$27.50,"July",2012,"Korean","South Korea","Ju-Chan","Fulton","Translator"
"9781566568739","Always Coca-Cola","Alexandra","Chreiteh","Michelle","Hartman","Interlink","Fiction",$15.00,"Jan",2012,"Arabic","Lebanon",,,
"9780811219877","Notes on the Mosquito","Xi","Chuan","Lucas","Klein","New Directions","Poetry",$18.95,"Apr",2012,"Chinese","China",,,
"9780385535342","Investigation","Philippe","Claudel","John","Cullen","Doubleday","Fiction",$25.00,"July",2012,"French","France",,,
"9781590515112","When the Night","Christina","Comencini","Marina","Harss","Other Press","Fiction",$15.95,"Apr",2012,"Italian","Italy",,,
"9781564787873","Shadow of Memory","Bernard","Comment","Betsy","Wing","Dalkey Archive","Fiction",$22.00,"Nov",2012,"French","France",,,
"9781609450816","Island of Last Truth","Flavia","Company","Laura","McLoughlin","Europa Editions","Fiction",$15.00,"Oct",2012,"Spanish","Argentina",,,
"9781904738978","No Sale","Patrick","Conrad","Jonathan","Lynn","Bitter Lemon","Fiction",$14.95,"June",2012,"Flemish","Belgium",,,
"9781926845951","Tuner of Silences","Mia","Couto","David","Brookshaw","Biblioasis","Fiction",$15.95,"Sept",2012,"Portuguese","Mozambique",,,
"9781439196052","Dreamseller: The Revolution","Augusto","Cury","Clifford","Landers","Atria","Fiction",$15.00,"Sept",2012,"Portuguese","Brazil",,,
"9781936194124","Almost 1 Book / Almost 1 Life","Elfriede","Czurda","Rosmarie","Waldrop","Burning Deck Press","Poetry",$14.00,"Oct",2012,"German","Austria",,,
"9780300155426","Notturno","Gabriele","D'Annunzio","Stephen","Sartarelli","Yale University Press","Poetry",$28.00,"Mar",2012,"Italian","Italy",,,
"9780312375720","Lethal Investments","K.O.","Dahl","Don","Bartlett","Minotaur","Fiction",$26.99,"Nov",2012,"Norwegian","Norway",,,
"9781934200513","Woman with Several Lives","Jean","Daive","Norma","Cole","Fence Books","Poetry",$14.95,"May",2012,"French","France",,,
"9780857420329","Abolition of Species","Dietmar","Dath","Samuel","Willcocks","Seagull Books","Fiction",$25.00,"Apr",2012,"German","Germany",,,
"9781611090956","On the Cold Coasts","Vilborg","Davidsdottir","Alda","Sigmundsdottir","AmazonCrossing","Fiction",$14.95,"Mar",2012,"Icelandic","Iceland",,,
"9780061797477","Yok","Tim","Davys","Paul","Noren","HarperCollins","Fiction",$19.99,"Aug",2012,"Swedish","Sweden",,,
"9781609450656","I Hadn't Understood","Diego","De Silva","Antony","Shugaar","Europa Editions","Fiction",$15.00,"Mar",2012,"Italian","Italy",,,
"9780374533298","Portrait of the Mother as a Young Woman","Friedrich Christian","Delius","Jamie","Bulloch","FSG","Fiction",$13.00,"Feb",2012,"German","Germany",,,
"9780889226807","Maleficium","Martine","Desjardins","Fred","Reed","Talonbooks","Fiction",$14.95,"May",2012,"French","Quebec","David","Homen","Translator"
"9781609450779","70% Acrylic 30% Wool","Viola ","Di Grado","Michael","Reynolds","Europa Editions","Fiction",$16.00,"Nov",2012,"Italian","Italy",,,
"9780810127937","God's Horse and The Atheists' School","Wilhelm","Dichter","Madeline","Levine","Northwestern University Press","Fiction",$23.95,"Feb",2012,"Polish","Ukraine",,,
"9781556593758","pH Neutral History","Lidija","Dimkovska","Ljubica","Arsovska","Copper Canyon","Poetry",$16.00,"June",2012,"Macedonian","Macedonia","Peggy","Reid","Translator"
"9780300141399","Brazen Plagiarist","Kiki","Dimoula","Cecile Inglessis","Margellos","Yale University Press","Poetry",$30.00,"Nov",2012,"Greek","Greece","Rika","Lesser","Translator"
"9785717200943","What the Emperor Cannot Do","Vlas","Doroshevich","Rowen","Glie","Glas","Fiction",$15.00,"June",2012,"Russian","Russia","Ronald Landau","John Dewey","Translator"
"9781934909294","This Beautiful Place","Tankred","Dorst","Anne","Posten","Hanging Loose Press","Fiction",$18.00,"June",2012,"German","Germany","Ursula","Ehler","Author"
"9781612191324","Colonel","Mahmoud","Dowlatabadi","Tom","Patterdale","Melville House","Fiction",$17.95,"Apr",2012,"Persian","Iran, Islamic Republic of",,,
"9781611090482","Vertigo","Kristina","Dunker","Katja","Bell","AmazonCrossing","Fiction",$9.95,"May",2012,"German","Germany",,,
"9780300169164","Poetry of Kabbalah","Aminadav","Dykman","Peter","Cole","Yale University Press","Poetry",$30.00,"Apr",2012,"Various","Various",,,
"9780857420435","Kite","Dominique","Edde","Ros","Schwartz","Seagull Books","Fiction",$25.00,"Apr",2012,"Arabic","Lebanon",,,
"9781451608502","Sail of Stone","Ake","Edwardson","Rachel","Willson-Broyles","Simon & Schuster","Fiction",$15.00,"Mar",2012,"Swedish","Sweden",,,
"9789774164828","Palm House","Tarek","Eltayeb","Kareem James","Abu-Zeid","American University at Cairo","Fiction",$24.95,"May",2012,"Arabic","Egypt",,,
"9781451616484","Pierced","Thomas","Enger","Charlotte","Barslund","Atria","Fiction",$15.00,"Oct",2012,"Norwegian","Norway",,,
"9781564787729","Ariadne in the Grotesque Labyrinth","Salvador","Espriu","Rowan Ricardo","Phillips","Dalkey Archive","Fiction",$13.95,"July",2012,"Catalan","Spain",,,
"9780374231408","Pimp's Notes","Giorgio","Faletti","Antony","Shugaar","FSG","Fiction",$26.00,"Aug",2012,"Italian","Italy",,,
"9780857420367","Dark Ship","Sherko","Fatah","Martin","Chalmers","Seagull Books","Fiction",$25.00,"June",2012,"German","Germany",,,
"9780896728066","Timote","Jose Pablo","Feinmann","David William","Foster","Texas Tech University Press","Fiction",$21.95,"Nov",2012,"Spanish","Argentina",,,
"9781609450786","My Brilliant Friend","Elena","Ferrante","Ann","Goldstein","Europa Editions","Fiction",$17.00,"Oct",2012,"Italian","Italy",,,
"9780896727311","Daughter of Silence","Manuela","Fingueret","Darrell","Lockhart","Texas Tech University Press","Fiction",$19.95,"May",2012,"Spanish","Argentina",,,
"9781611091472","Fatal Tango","Wolfram","Fleischhauer","Kate","VAnovitch","AmazonCrossing","Fiction",$14.95,"Mar",2012,"German","Germany","Wolfram","Fleischhauer","Translator"
"9780547577524","Caller","Karin","Fossum","Kyle","Semmel","Houghton Mifflin Harcourt","Fiction",$25.00,"Aug",2012,"Norwegian","Norway",,,
"9781926824543","Adventures of Radisson","Martin","Fournier","Peter","McCambridge","Baraka","Fiction",$19.95,"Dec",2012,"French","Quebec",,,
"97815571314110","Botanical Garden","Jean","Fremon","Brian","Evenson","Green Integer","Fiction",$13.95,"Apr",2012,"French","France",,,
"9781564787965","Adam in Eden","Carlos","Fuentes","E. Shaskan","Burmas","Dalkey Archive","Fiction",$20.00,"Dec",2012,"Spanish","Mexico","Alejandro","Branger","Translator"
"9781564787798","Vlad","Carlos","Fuentes","E. Shaskan","Bumas","Dalkey Archive","Fiction",$17.95,"July",2012,"Spanish","Mexico","Alejandro","Branger","Translator"
"9780857420862","Jew Car","Franz","Fuhmann","Isabel Fargo","Cole","Seagull Books","Fiction",$21.00,"Dec",2012,"German","Germany",,,
"9781564787149","Flowers of Grass","Takehiko","Fukunaga","Royall","Tyler","Dalkey Archive","Fiction",$17.95,"Apr",2012,"Japanese","Japan",,,
"9781609450731","Necropolis","Santiago","Gamboa","Howard","Curtis","Europa Editions","Fiction",$16.00,"July",2012,"Spanish","Colombia",,,
"9781906548483","Open Secret","Carlos","Gamerro","Ian","Barnett","Pushkin Press","Fiction",$15.00,"Apr",2012,"Spanish","Argentina",,,
"9780253006660","Past Ahead","Gilbert","Gatore","Marjolijn de","Jager","Indiana University Press","Fiction",$19.00,"Oct",2012,"French","Rwanda",,,
"9781934824689","Dark Times Filled with Light","Juan","Gelman","Hardie","St. Martin","Open Letter","Poetry",$14.95,"Nov",2012,"Spanish","Argentina",,,
"9781934414972","Diadem","Marosa di","Giorgio","Adam","Giannelli","BOA Editions","Poetry",$16.00,"Nov",2012,"Spanish","Uruguay",,,
"9780349120089","Death in Tuscany","Michele","Giuttari","Howard","Curtis","Abacus","Fiction",$12.95,"Feb",2012,"Italian","Italy",,,
"9781402789793","Every Seventh Wave","Daniel","Glattauer","Katharina","Bielenberg","Silver Oak","Fiction",$12.00,"Aug",2012,"German","Austria","Jamie","Bulloch","Translator"
"9781612183237","Camera Killer","Thomas","Glavinic","John","Brownjohn","AmazonCrossing","Fiction",$14.95,"July",2012,"German","Austria",,,
"9781612184326","Pull Yourself Together","Thomas","Glavinic","John","Brownjohn","AmazonCrossing","Fiction",$14.95,"Oct",2012,"German","Austria",,,
"9780983794516","Dreamweed","Yvan","Goll","Nan","Watkins","Dzanc","Poetry",$17.00,"Oct",2012,"German","France",,,
"9781564787385","P's Three Women","Paulo Emilio Sales","Gomes","Margaret","Neves","Dalkey Archive","Fiction",$13.95,"Aug",2012,"Portuguese","Brazil",,,
"9781451654592","Some Kind of Peace","Camilla","Grebe","Paul","Norlen","Free Press","Fiction",$24.00,"July",2012,"Swedish","Sweden","Asa","Traff","Author"
"9780143121565","Confidant","Helene","Gremillon","Alison","Anderson","Penguin","Fiction",$15.00,"Nov",2012,"French","France",,,
"9781906548469","Break","Pietro","Grossi","Howard","Curtis","Pushkin Press","Fiction",$13.00,"Jan",2012,"Italian","Italy",,,
"9781934414880","Folding Star and Other Poems","Jacek","Gutorow","Piotr","Florczyk","BOA Editions","Poetry",$16.00,"June",2012,"Polish","Poland",,,
"9781612191133","Brenner and God","Wolf","Haas","Annie","Janusch","Melville House","Fiction",$14.95,"June",2012,"German","Austria",,,
"9781612183909","Bitter Drink","F.G.","Haghenbeck","Tanya","Huntington","AmazonCrossing","Fiction",$14.95,"July",2012,"Spanish","Mexico",,,
"9781451632835","Secret Book of Frida Kahlo","F.G.","Haghenbeck","Achy","Obejas","Atria","Fiction",$15.00,"Sept",2012,"Spanish","Mexico",,,
"9781934137536","Polish Boxer","Eduardo","Halfon","Daniel","Hahn","Bellevue Literary Press","Fiction",$14.95,"Oct",2012,"Spanish","Guatemala","Ollie Brock & Thomas Bunstead","Lisa Dillman & Anne McLean","Translator"
"9781612183473","Celtic Conspiracy","Thore","Hansen","Anne","Adams","AmazonCrossing","Fiction",$14.95,"May",2012,"German","Germany",,,
"9788024620138","Behind the Lines","Jaroslav","Hasek","Michael","Corner","Karolinum Press","Fiction",$25.00,"Oct",2012,"Czech","Czech Republic",,,
"9781847673008","Orphans of Eldorado","Milton","Hatoum","John","Gledson","Canongate","Fiction",$14.95,"May",2012,"Portuguese","Brazil",,,
"9781564787163","Best of Contemporary Fiction from Georgia","Elizabeth","Heighway","various","various","Dalkey Archive","Fiction",$17.95,"May",2012,"Georgian","Georgia",,,
"9781907650079","Mother Pleiades","William","Heinesen","W. Glyn","Jones","Dedalus Books","Fiction",$13.99,"Mar",2012,"Danish","Faroe Islands",,,
"9781926845487","End of the Story","Liliana","Heker","Andrea","Labinger","Biblioasis","Fiction",$16.95,"May",2012,"Spanish","Argentina",,,
"9781611090246","Chaperoned","Dora","Heldt","Jamie Lee","Searle","AmazonCrossing","Fiction",$14.95,"July",2012,"German","Germany",,,
"9781564787927","Best European Fiction 2013","Aleksandar","Hemon","various","various","Dalkey Archive","Fiction",$16.00,"Nov",2012,"Various","Various",,,
"9780312600686","Salvation of a Saint","Keigo","Higashino","Alexander O.","Smith","Minotaur","Fiction",$24.99,"Oct",2012,"Japanese","Japan","Elye","Alexander","Translator"
"9781937658069","Obscene Madame D","Hilda","Hilst",,"Nathanael","Nightboat Books","Fiction",$14.95,"Dec",2012,"Portuguese","Brazil","Rachel Gontijo","Araujo","Translator"
"9781590514900","Elephant Keepers' Children","Peter","Hoeg","Martin","Aitken","Other Press","Fiction",$27.95,"Oct",2012,"Danish","Denmark",,,
"9781451634761","Blind Goddess","Anne","Holt","Tom","Geddes","Scribner","Fiction",$15.00,"June",2012,"Norwegian","Norway",,,
"9781609450625","Nun","Simonetta Agnello","Hornby","Antony","Shugaar","Europa Editions","Fiction",$15.00,"Jan",2012,"Italian","Italy",,,
"9781604865912","We, the Children of Cats","Tomoyuki","Hoshino","Brian","Bergstrom","PM Press","Fiction",$20.00,"July",2012,"Japanese","Japan","Lucy","Fraser","Translator"
"9780307701558","Map and the Territory","Michel","Houellebecq","Gavin","Bowd","Knopf","Fiction",$26.95,"Jan",2012,"French","France",,,
"9780981955735","Harlequin's Millions","Bohumil","Hrabal","Stacey","Knecht","Archipelago","Fiction",$15.00,"Dec",2012,"Czech","Czech Republic",,,
"9780983297062","Wind Says","Bai","Hua","Fiona","Sze-Lorrain","Zephyr Press","Poetry",$15.00,"Oct",2012,"Chinese","China",,,
"9780670023752","Zenith","Duong Thu","Huong","Stephen","Young","Viking","Fiction",$32.95,"Aug",2012,"Vietnamese","Viet Nam (Vietnam)",,,
"9781590175828","Basti","Intizar","Husain","Frances","Pritchett","New York Review Books","Fiction",$15.95,"Oct",2012,"Urdu","Pakistan",,,
"9780815609957","Beyond Love","Hadiya","Hussein","Ikram","Masmoudi","Syracuse University Press","Fiction",$19.95,"May",2012,"Arabic","Iraq",,,
"9780802120274","Infrared","Nancy","Huston","Nancy","Huston","Black Cat","Fiction",$14.00,"July",2012,"French","Quebec",,,
"9789774165627","Tales of Encounter","Yusuf","Idris","Rashid","el-Enany","American University at Cairo","Fiction",$17.95,"Oct",2012,"Arabic","Egypt",,,
"9781421542225","Navidad Incident: The Downfall of Matias Guili","Natsuki","Ikezawa","Alfred","Birnbaum","Viz Media","Fiction",$24.99,"Mar",2012,"Japanese","Japan",,,
"9780312659110","Outrage","Arnaldur","Indridason","Anna","Yates","Minotaur","Fiction",$24.99,"Sept",2012,"Icelandic","Iceland",,,
"9781611090970","Flatey Enigma","Viktor Arnar","Ingolfsson","Brian","FitzGibbon","AmazonCrossing","Fiction",$14.95,"Mar",2012,"Icelandic","Iceland",,,
"9780312662165","In the Shadows of Paris","Claude","Izner","Lorenza","Garcia","Minotaur","Fiction",$25.99,"Sept",2012,"French","France",,,
"9781617750731","Venice Noir","Maxim","Jakubowski","various","various","Akashic Books","Fiction",$15.95,"June",2012,"Italian","Italy",,,
"9788086264370","I Burn Paris","Bruno","Jasienski","Soren","Gauger","Twisted Spoon Press","Fiction",$16.95,"Apr",2012,"Polish","Poland","Marcin","Piekoszewski","Translator"
"9781935744320","Mama Leone","Miljenko","Jergovic","Stela","Tomasevic","Archipelago","Fiction",$16.00,"Oct",2012,"Croatian","Croatia","David","Williams","Translator"
"9780983322009","Complete Perfectionist","Juan Ramon","Jimenez","Christopher","Mauer","Swan Isle Press","Poetry",$18.00,"Feb",2012,"Spanish","Spain",,,
"9780835100007","Ward Four","Ba","Jin","Haili","Kong","Long River Press","Fiction",$16.95,"Aug",2012,"Chinese","China","Howard","Goldblatt","Translator"
"9789774164477","Homecoming: Sixty Years of Egyptian Short Stories","Denys","Johnson-Davies","Denys","Johnson-Davies","American University at Cairo","Fiction",$27.95,"Feb",2012,"Arabic","Egypt",,,
